road_spectrum_ratio,cavity_ratio,edge_density,non_road_ratio,average_brightness,defect_type,location_type
77.47,3.5,27.95,10.19,127.14,Crack,Road
68.44,15.73,11.75,11.35,133.78,Pothole,Road
71.15,0.9,2.42,1.95,65.13,None,Road
66.97,0.98,1.26,6.64,104.28,None,Road
72.14,9.02,11.52,8.94,103.64,Damage,Road
24.88,5.68,9.96,59.61,120.5,Damage,Non-Road
9.72,19.72,15.4,74.1,108.78,Pothole,Non-Road
7.65,6.34,18.84,52.55,111.73,Damage,Non-Road
67.27,0.21,29.35,9.05,141.33,Crack,Road
61.28,0.91,2.06,2.68,70.07,None,Road
12.95,1.07,2.99,39.62,97.18,None,Non-Road
14.88,0.59,2.07,60.45,87.56,None,Non-Road
11.0,16.44,13.6,54.3,100.26,Pothole,Non-Road
76.43,9.71,12.2,14.38,78.02,Damage,Road
72.49,4.52,11.45,11.35,110.85,Damage,Road
70.47,18.72,18.17,3.09,119.56,Pothole,Road
100.0,1.63,2.88,12.32,84.78,None,Road
77.32,24.45,17.03,10.92,122.18,Pothole,Road
66.68,31.26,13.69,10.8,121.8,Pothole,Road
73.29,2.48,27.94,8.95,95.49,Crack,Road
73.31,1.85,31.81,5.23,154.95,Crack,Road
7.39,0.65,3.38,74.4,116.43,None,Non-Road
19.54,1.08,2.68,67.99,101.69,None,Non-Road
11.88,2.85,37.42,82.04,118.34,Crack,Non-Road
58.68,0.9,3.34,10.6,76.08,None,Road
71.03,2.63,25.98,14.35,91.65,Crack,Road
70.64,7.56,9.62,11.44,152.12,Damage,Road
75.52,2.1,29.83,0.05,152.53,Crack,Road
18.62,1.1,2.38,84.57,93.5,None,Non-Road
18.97,8.93,12.07,56.87,105.37,Damage,Non-Road
14.66,0.6,3.15,68.07,97.54,None,Non-Road
15.61,4.83,10.94,72.72,65.79,Damage,Non-Road
64.24,21.64,17.64,9.65,105.65,Pothole,Road
79.11,6.83,8.9,8.39,120.25,Damage,Road
76.37,19.34,14.25,11.85,154.66,Pothole,Road
72.18,10.47,9.5,10.1,168.19,Damage,Road
5.0,19.5,15.61,65.13,102.11,Pothole,Non-Road
94.61,15.02,14.7,13.44,91.76,Pothole,Road
94.04,1.08,0.54,1.85,159.36,None,Road
66.15,0.99,2.21,3.77,79.03,None,Road
17.17,19.09,13.8,58.22,99.62,Pothole,Non-Road
12.4,1.71,37.77,53.86,40.33,Crack,Non-Road
12.11,8.49,8.15,68.2,85.98,Damage,Non-Road
62.71,25.94,11.97,7.18,105.46,Pothole,Road
67.68,7.08,15.24,9.83,190.14,Damage,Road
60.44,5.3,15.15,2.89,98.38,Damage,Road
66.99,0.37,34.14,7.1,119.81,Crack,Road
80.76,0.71,3.3,2.23,116.02,None,Road
80.94,4.63,8.53,7.35,71.92,Damage,Road
77.41,29.47,16.57,2.81,59.48,Pothole,Road
82.01,6.65,12.15,9.34,102.74,Damage,Road
11.89,1.88,2.24,67.79,112.91,None,Non-Road
79.46,2.01,35.08,3.94,79.0,Crack,Road
65.93,10.17,5.67,9.13,146.16,Damage,Road
10.47,7.96,13.67,48.66,63.66,Damage,Non-Road
10.12,6.39,12.52,52.14,62.29,Damage,Non-Road
59.6,6.54,9.41,7.15,122.34,Damage,Road
61.08,19.02,13.02,8.19,80.52,Pothole,Road
79.3,0.89,2.05,8.97,105.7,None,Road
2.53,0.84,0.33,79.89,124.33,None,Non-Road
15.29,7.22,11.93,72.87,158.57,Damage,Non-Road
9.62,0.89,2.36,65.52,79.37,None,Non-Road
68.59,1.72,46.03,10.96,134.26,Crack,Road
14.07,24.29,12.25,54.15,184.62,Pothole,Non-Road
74.89,0.67,1.4,0.93,56.82,None,Road
70.15,2.34,26.59,9.37,69.73,Crack,Road
76.43,1.27,0.81,5.19,33.97,None,Road
16.11,0.45,1.94,69.5,158.35,None,Non-Road
71.37,0.33,1.53,6.87,54.36,None,Road
20.28,0.85,3.7,66.83,147.53,None,Non-Road
61.68,12.72,12.21,15.78,121.11,Pothole,Road
67.32,3.19,35.65,17.23,119.6,Crack,Road
22.37,2.84,31.54,67.69,113.96,Crack,Non-Road
19.27,12.55,13.88,71.37,76.11,Pothole,Non-Road
71.31,5.57,10.1,10.77,103.99,Damage,Road
8.43,17.32,18.82,54.53,109.22,Pothole,Non-Road
11.84,8.39,18.93,75.56,93.14,Damage,Non-Road
5.84,0.36,2.52,47.36,111.59,None,Non-Road
72.49,1.09,2.45,2.13,165.8,None,Road
6.05,10.55,11.29,72.65,60.16,Damage,Non-Road
13.35,1.46,3.1,82.17,88.47,None,Non-Road
6.94,8.83,12.57,61.45,99.28,Damage,Non-Road
14.88,2.58,28.91,89.33,150.35,Crack,Non-Road
81.06,1.41,1.77,0.86,131.1,None,Road
12.74,16.67,14.93,80.15,120.95,Pothole,Non-Road
9.11,0.46,2.91,63.42,96.83,None,Non-Road
59.69,8.48,16.1,10.79,95.78,Damage,Road
13.58,0.64,30.8,51.96,106.65,Crack,Non-Road
79.3,2.83,38.91,6.1,111.13,Crack,Road
79.95,1.28,31.74,6.27,103.77,Crack,Road
14.82,11.76,11.85,69.66,67.5,Pothole,Non-Road
21.89,21.82,15.03,56.18,86.96,Pothole,Non-Road
21.73,2.15,36.76,76.52,109.69,Crack,Non-Road
70.19,9.67,7.95,11.58,111.32,Damage,Road
12.88,0.29,3.21,67.93,96.92,None,Non-Road
0.85,23.56,10.36,69.08,81.58,Pothole,Non-Road
8.2,2.19,32.49,57.35,90.09,Crack,Non-Road
20.23,1.03,41.03,55.8,106.88,Crack,Non-Road
70.94,1.64,1.29,5.67,92.44,None,Road
71.75,13.89,18.67,14.68,112.26,Pothole,Road
69.6,8.88,13.89,12.63,105.29,Damage,Road
65.09,1.65,0.0,5.38,126.57,None,Road
70.65,5.73,6.88,8.46,137.95,Damage,Road
12.36,0.11,0.79,63.08,94.27,None,Non-Road
13.66,11.77,12.04,49.26,94.67,Damage,Non-Road
4.63,2.44,3.56,81.23,131.38,None,Non-Road
11.22,4.31,9.03,72.91,173.92,Damage,Non-Road
15.9,1.16,37.12,72.96,21.85,Crack,Non-Road
20.16,2.78,37.35,76.97,66.52,Crack,Non-Road
83.51,1.3,2.28,10.53,111.98,None,Road
0.0,8.37,12.46,41.09,47.52,Damage,Non-Road
16.85,5.62,14.61,46.64,140.42,Damage,Non-Road
54.01,21.57,13.23,11.32,65.58,Pothole,Road
77.16,2.49,29.62,10.83,143.63,Crack,Road
79.7,1.35,3.58,12.82,115.22,None,Road
74.24,21.69,13.57,10.09,81.8,Pothole,Road
16.84,17.9,14.89,67.83,122.93,Pothole,Non-Road
56.39,21.06,14.19,9.5,103.5,Pothole,Road
0.0,23.97,11.54,57.07,125.52,Pothole,Non-Road
15.41,6.93,17.83,57.1,117.91,Damage,Non-Road
65.83,1.69,1.1,9.08,122.77,None,Road
74.65,1.53,35.94,7.5,50.61,Crack,Road
15.06,1.2,36.78,61.95,97.79,Crack,Non-Road
77.44,2.96,31.4,3.64,102.58,Crack,Road
61.21,23.53,14.08,10.9,73.17,Pothole,Road
73.69,3.85,13.77,13.12,117.58,Damage,Road
6.32,4.06,26.82,63.62,90.94,Crack,Non-Road
71.56,19.29,15.87,14.66,134.15,Pothole,Road
7.51,9.44,19.75,35.99,26.53,Damage,Non-Road
9.3,10.48,12.72,68.88,59.99,Damage,Non-Road
20.8,2.7,34.21,63.73,111.32,Crack,Non-Road
11.3,6.54,16.95,53.89,129.42,Damage,Non-Road
14.1,0.49,1.67,73.69,100.76,None,Non-Road
76.03,7.07,8.48,2.47,75.4,Damage,Road
10.7,9.97,14.78,46.8,77.05,Damage,Non-Road
10.44,10.6,16.06,45.43,108.7,Damage,Non-Road
20.68,0.21,1.94,89.28,102.27,None,Non-Road
5.45,0.95,3.73,53.67,145.85,None,Non-Road
9.63,0.81,1.59,50.32,103.87,None,Non-Road
76.33,0.88,27.08,5.07,133.73,Crack,Road
8.58,1.33,2.38,64.14,49.57,None,Non-Road
75.58,4.9,4.71,11.32,129.65,Damage,Road
78.39,10.53,8.55,12.81,141.85,Damage,Road
4.7,1.07,1.63,59.99,142.35,None,Non-Road
3.1,13.13,16.8,66.61,116.33,Pothole,Non-Road
10.94,1.04,28.89,84.78,111.09,Crack,Non-Road
18.85,20.66,21.53,82.55,78.02,Pothole,Non-Road
79.76,20.98,14.82,16.05,64.3,Pothole,Road
74.38,24.46,16.15,3.28,131.55,Pothole,Road
16.66,7.28,12.14,54.86,129.68,Damage,Non-Road
57.0,8.56,11.33,11.78,117.3,Damage,Road
75.0,5.38,7.61,3.71,139.33,Damage,Road
80.69,2.32,25.66,8.43,74.15,Crack,Road
67.47,6.18,17.35,12.29,131.35,Damage,Road
12.1,0.97,33.18,41.98,143.1,Crack,Non-Road
13.41,9.4,14.66,79.16,80.96,Damage,Non-Road
73.88,30.12,13.32,6.79,103.08,Pothole,Road
19.07,10.63,7.86,72.2,86.38,Damage,Non-Road
8.85,2.43,25.08,54.02,143.64,Crack,Non-Road
75.85,0.0,34.36,6.89,82.86,Crack,Road
74.3,0.65,34.43,10.49,64.81,Crack,Road
71.7,3.16,36.69,8.91,128.22,Crack,Road
4.23,8.77,17.1,63.12,111.17,Damage,Non-Road
64.45,0.86,1.61,6.78,96.65,None,Road
16.54,0.19,2.06,62.71,54.32,None,Non-Road
71.18,2.57,34.82,12.07,76.82,Crack,Road
72.68,5.89,6.28,8.39,151.13,Damage,Road
78.16,1.26,42.12,5.65,163.5,Crack,Road
70.75,0.7,1.96,4.94,90.52,None,Road
11.55,0.78,34.59,62.75,101.07,Crack,Non-Road
17.02,3.97,33.81,64.5,46.79,Crack,Non-Road
76.62,1.11,35.53,3.56,87.03,Crack,Road
65.23,22.19,17.47,10.11,138.98,Pothole,Road
18.83,1.88,39.87,62.47,126.67,Crack,Non-Road
8.3,9.33,10.31,74.08,130.42,Damage,Non-Road
20.66,1.72,39.06,47.54,158.76,Crack,Non-Road
68.65,23.04,16.09,8.32,118.36,Pothole,Road
64.67,0.34,1.99,12.11,136.11,None,Road
4.13,9.06,11.24,79.64,92.34,Damage,Non-Road
54.99,17.46,10.43,10.48,91.27,Pothole,Road
51.76,2.22,3.14,13.67,113.6,None,Road
26.61,1.08,29.83,61.44,107.58,Crack,Non-Road
22.85,1.34,2.65,71.06,135.22,None,Non-Road
59.79,2.08,36.62,8.01,84.35,Crack,Road
80.74,7.56,9.63,7.62,110.56,Damage,Road
12.71,10.41,14.5,57.32,58.32,Damage,Non-Road
19.34,7.93,8.36,32.57,145.24,Damage,Non-Road
78.41,7.8,14.78,12.15,120.8,Damage,Road
79.57,1.61,39.18,11.39,155.53,Crack,Road
64.18,1.45,25.29,13.06,60.18,Crack,Road
64.84,7.97,14.55,10.16,58.62,Damage,Road
72.82,18.96,11.5,8.39,77.45,Pothole,Road
7.29,19.33,12.72,80.29,139.8,Pothole,Non-Road
72.72,4.92,12.38,2.37,108.55,Damage,Road
17.83,1.17,0.7,63.0,131.06,None,Non-Road
5.93,0.91,2.08,62.07,79.62,None,Non-Road
76.1,19.07,19.22,3.42,91.76,Pothole,Road
55.17,19.56,17.4,9.85,89.84,Pothole,Road
1.64,7.15,18.6,62.78,148.53,Damage,Non-Road
77.16,1.46,24.55,6.25,129.41,Crack,Road
12.09,18.32,15.22,72.89,133.57,Pothole,Non-Road
12.25,9.61,15.81,52.07,133.34,Damage,Non-Road
73.58,24.1,21.7,0.0,47.32,Pothole,Road
71.37,15.13,15.4,12.61,74.89,Pothole,Road
0.0,1.12,2.52,55.72,110.61,None,Non-Road
18.9,1.06,1.95,70.82,132.21,None,Non-Road
11.27,0.86,1.12,86.86,173.34,None,Non-Road
13.24,10.35,12.73,54.3,110.5,Damage,Non-Road
68.2,18.23,14.3,8.55,104.37,Pothole,Road
1.47,1.47,3.19,49.36,107.51,None,Non-Road
81.57,1.26,0.0,8.03,94.67,None,Road
10.11,1.76,3.31,68.45,39.39,None,Non-Road
8.79,10.78,14.67,58.13,105.25,Damage,Non-Road
69.33,16.72,15.81,1.71,89.54,Pothole,Road
71.37,7.83,10.1,3.9,84.99,Damage,Road
10.01,1.16,34.18,42.71,94.14,Crack,Non-Road
17.18,27.77,10.44,44.72,125.82,Pothole,Non-Road
8.33,15.02,10.88,100.0,102.63,Pothole,Non-Road
18.25,8.81,12.73,62.5,97.48,Damage,Non-Road
73.85,0.34,37.74,1.08,142.48,Crack,Road
10.87,0.69,30.08,63.59,109.47,Crack,Non-Road
17.52,7.65,9.36,59.59,111.41,Damage,Non-Road
12.29,1.27,0.8,64.15,137.7,None,Non-Road
73.48,1.27,3.03,8.26,67.81,None,Road
62.81,0.99,1.51,8.62,110.68,None,Road
5.8,0.47,1.55,51.7,124.0,None,Non-Road
2.81,1.25,3.23,63.52,66.03,None,Non-Road
9.34,7.49,12.88,58.14,108.29,Damage,Non-Road
66.55,1.32,2.81,14.72,119.81,None,Road
70.41,1.5,3.03,5.93,109.54,None,Road
64.3,8.88,9.02,14.58,159.65,Damage,Road
56.87,1.01,3.25,4.69,132.09,None,Road
16.73,1.94,30.01,70.74,91.37,Crack,Non-Road
59.0,0.59,1.01,5.38,129.23,None,Road
78.05,22.6,13.81,10.74,97.8,Pothole,Road
26.07,20.03,18.61,49.52,108.8,Pothole,Non-Road
13.19,17.85,15.56,60.71,125.46,Pothole,Non-Road
8.92,3.23,11.94,93.41,88.76,Damage,Non-Road
93.09,22.07,10.51,12.21,138.43,Pothole,Road
69.52,7.5,15.12,4.32,113.17,Damage,Road
73.56,0.55,2.74,17.77,73.47,None,Road
69.0,1.29,1.28,16.13,131.84,None,Road
57.76,2.56,31.65,3.71,76.73,Crack,Road
5.57,10.58,9.26,61.8,69.23,Pothole,Non-Road
85.78,1.1,1.81,8.65,105.06,None,Road
13.39,9.53,8.46,42.85,73.98,Damage,Non-Road
70.19,1.77,32.95,11.67,143.87,Crack,Road
80.67,6.72,14.65,8.3,78.97,Damage,Road
57.99,25.34,16.93,6.71,121.08,Pothole,Road
25.35,10.22,8.47,60.78,128.37,Damage,Non-Road
13.56,0.9,1.55,74.12,35.98,None,Non-Road
17.86,0.7,1.68,64.54,117.49,None,Non-Road
67.87,0.14,29.79,11.91,128.61,Crack,Road
0.0,1.46,1.54,61.13,93.07,None,Non-Road
6.04,18.83,9.29,62.33,83.84,Pothole,Non-Road
61.65,22.16,18.2,5.16,92.42,Pothole,Road
86.02,1.28,24.07,2.83,103.46,Crack,Road
68.06,0.96,28.23,13.11,74.26,Crack,Road
64.76,1.07,35.4,8.2,90.63,Crack,Road
68.92,2.29,1.2,3.3,97.99,None,Road
76.39,0.72,1.77,2.64,115.64,None,Road
10.32,0.98,4.56,62.8,112.5,None,Non-Road
13.62,0.68,3.57,50.38,114.23,None,Non-Road
15.61,7.3,17.6,66.03,61.78,Damage,Non-Road
14.13,0.75,1.62,73.9,97.3,None,Non-Road
55.16,1.59,36.21,6.21,80.97,Crack,Road
20.86,0.73,1.79,98.43,110.77,None,Non-Road
73.42,0.77,1.18,6.7,121.22,None,Road
64.24,1.39,31.63,8.17,78.44,Crack,Road
3.74,7.53,11.62,63.01,63.28,Damage,Non-Road
13.61,10.56,13.51,69.96,111.54,Damage,Non-Road
81.01,1.85,36.21,9.99,124.79,Crack,Road
11.48,9.44,15.02,67.71,127.75,Damage,Non-Road
5.76,3.11,26.91,78.17,60.26,Crack,Non-Road
23.52,23.87,11.17,70.75,104.18,Pothole,Non-Road
16.8,1.52,2.4,70.16,109.36,None,Non-Road
71.36,3.84,34.0,7.83,76.51,Crack,Road
15.43,0.87,0.67,75.0,88.27,None,Non-Road
11.38,0.26,42.7,64.23,54.14,Crack,Non-Road
67.04,26.39,15.68,6.96,101.14,Pothole,Road
12.25,3.11,29.19,61.91,95.61,Crack,Non-Road
64.21,1.06,2.2,6.01,132.37,None,Road
4.22,1.65,1.7,77.01,134.57,None,Non-Road
69.16,26.65,15.62,6.93,153.54,Pothole,Road
69.33,1.93,31.6,9.78,141.98,Crack,Road
14.48,22.87,10.29,88.3,62.89,Pothole,Non-Road
64.42,17.88,16.33,12.55,66.24,Pothole,Road
9.98,1.86,3.15,53.46,101.56,None,Non-Road
87.14,2.09,36.89,7.48,156.56,Crack,Road
17.73,2.71,40.78,40.52,102.96,Crack,Non-Road
13.16,23.52,13.49,64.67,81.41,Pothole,Non-Road
17.64,18.59,19.18,68.69,119.42,Pothole,Non-Road
71.57,11.42,10.93,13.99,84.71,Damage,Road
16.92,8.31,11.23,61.1,118.82,Damage,Non-Road
9.63,9.21,12.41,49.77,76.85,Damage,Non-Road
72.2,8.88,15.52,7.66,102.4,Damage,Road
55.71,0.02,31.44,4.46,107.58,Crack,Road
15.58,1.86,2.83,72.4,40.76,None,Non-Road
7.51,1.08,2.11,51.46,149.04,None,Non-Road
8.61,23.51,13.96,51.69,53.15,Pothole,Non-Road
67.58,1.78,1.68,8.34,105.84,None,Road
80.96,16.4,15.83,6.18,158.23,Pothole,Road
8.8,3.92,11.12,65.26,124.6,Damage,Non-Road
76.3,1.11,2.18,11.98,129.34,None,Road
19.44,6.14,14.26,59.82,127.33,Damage,Non-Road
72.79,0.77,27.39,8.12,146.39,Crack,Road
18.05,10.35,9.09,74.07,62.46,Damage,Non-Road
8.35,2.65,26.42,60.48,107.33,Crack,Non-Road
82.94,3.93,12.5,1.51,135.2,Damage,Road
57.61,0.86,1.2,4.26,121.73,None,Road
8.3,2.27,30.41,51.55,107.2,Crack,Non-Road
71.81,22.7,15.17,8.79,133.51,Pothole,Road
8.28,18.63,15.67,75.03,67.17,Pothole,Non-Road
76.26,18.32,13.79,10.68,94.66,Pothole,Road
69.43,3.02,26.75,10.4,84.9,Crack,Road
74.17,7.01,13.94,3.01,45.35,Damage,Road
0.32,0.7,30.34,82.61,133.58,Crack,Non-Road
9.39,8.15,10.72,84.93,171.16,Damage,Non-Road
9.06,5.28,12.7,48.88,104.56,Damage,Non-Road
75.81,7.49,4.44,6.77,82.19,Damage,Road
1.92,21.37,11.1,87.56,81.19,Pothole,Non-Road
3.1,1.18,30.73,61.01,126.21,Crack,Non-Road
11.51,22.97,25.93,43.81,43.39,Pothole,Non-Road
67.9,1.27,1.41,11.07,101.74,None,Road
15.81,1.59,34.27,41.71,70.6,Crack,Non-Road
78.18,1.23,28.05,3.02,76.88,Crack,Road
57.78,1.92,1.89,10.75,113.57,None,Road
12.52,0.98,1.79,59.26,120.85,None,Non-Road
8.91,23.18,11.0,83.34,86.96,Pothole,Non-Road
67.74,6.44,11.43,10.08,94.42,Damage,Road
77.84,7.9,17.67,7.47,77.96,Damage,Road
68.22,8.7,10.21,0.29,51.51,Damage,Road
12.93,23.31,18.7,61.08,135.07,Pothole,Non-Road
23.53,7.13,5.2,50.49,80.04,Damage,Non-Road
28.63,2.67,32.5,58.53,81.54,Crack,Non-Road
13.2,1.91,2.63,58.37,109.06,None,Non-Road
89.11,2.48,37.99,11.69,165.02,Crack,Road
18.85,8.68,7.13,67.14,120.99,Damage,Non-Road
65.86,1.99,32.93,10.19,138.72,Crack,Road
18.57,2.01,27.44,74.94,89.63,Crack,Non-Road
11.37,3.78,28.5,59.64,93.15,Crack,Non-Road
77.46,1.83,31.05,7.96,104.46,Crack,Road
73.83,7.44,14.87,9.25,75.7,Damage,Road
6.95,3.2,36.13,56.98,68.13,Crack,Non-Road
14.26,6.58,13.45,61.15,183.88,Damage,Non-Road
15.92,6.0,15.92,59.79,72.64,Damage,Non-Road
11.62,0.84,24.34,73.0,99.8,Crack,Non-Road
76.35,1.19,3.58,10.6,153.47,None,Road
70.5,0.97,1.3,7.66,148.06,None,Road
14.76,3.44,31.7,62.66,113.29,Crack,Non-Road
0.0,6.01,6.26,56.55,68.04,Damage,Non-Road
62.85,0.85,2.27,8.25,80.14,None,Road
10.03,10.47,14.6,47.57,94.48,Damage,Non-Road
9.54,0.45,2.29,50.76,88.21,None,Non-Road
13.8,11.51,16.53,48.83,75.11,Pothole,Non-Road
12.52,0.39,1.63,69.42,74.98,None,Non-Road
14.8,8.37,6.79,64.56,119.41,Damage,Non-Road
62.09,0.49,1.79,6.72,50.65,None,Road
63.23,16.98,13.69,10.43,153.41,Pothole,Road
75.15,1.96,1.39,7.74,117.32,None,Road
66.02,14.95,14.65,7.11,117.11,Pothole,Road
52.75,2.18,27.94,12.48,58.51,Crack,Road
4.29,6.64,12.94,55.42,95.25,Damage,Non-Road
74.21,9.07,15.15,9.68,175.94,Damage,Road
5.61,20.88,16.31,70.9,99.21,Pothole,Non-Road
72.85,18.61,17.4,12.35,111.18,Pothole,Road
6.73,16.46,11.21,55.13,108.6,Pothole,Non-Road
56.37,26.25,13.18,4.3,102.7,Pothole,Road
69.03,18.25,14.94,9.06,134.18,Pothole,Road
15.66,9.03,13.61,68.13,108.23,Damage,Non-Road
5.86,1.71,2.36,47.95,132.0,None,Non-Road
62.49,6.14,14.0,3.86,87.0,Damage,Road
83.42,24.31,7.49,4.78,74.17,Pothole,Road
8.55,1.69,1.65,61.49,92.74,None,Non-Road
65.83,10.71,16.29,10.26,90.56,Damage,Road
18.76,9.1,13.37,80.61,113.37,Damage,Non-Road
68.05,3.28,25.21,7.27,95.39,Crack,Road
13.28,20.47,12.85,64.62,106.86,Pothole,Non-Road
55.12,2.71,32.76,14.46,66.99,Crack,Road
73.74,0.52,2.48,8.18,119.88,None,Road
70.38,1.21,22.58,8.38,85.43,Crack,Road
74.75,12.17,11.11,11.07,125.83,Damage,Road
0.0,1.49,1.66,79.89,127.9,None,Non-Road
71.67,19.01,11.95,0.0,79.95,Pothole,Road
16.29,0.98,3.4,82.17,65.01,None,Non-Road
61.04,24.64,12.6,2.82,120.4,Pothole,Road
64.42,1.44,2.47,13.43,128.24,None,Road
78.32,1.23,1.98,0.0,139.02,None,Road
12.27,4.4,11.97,69.1,117.06,Damage,Non-Road
73.43,23.94,17.56,7.25,187.69,Pothole,Road
79.41,1.75,2.26,3.03,148.39,None,Road
4.89,0.88,34.85,65.13,121.68,Crack,Non-Road
69.1,0.92,1.28,15.69,12.51,None,Road
6.91,24.44,17.13,78.61,82.41,Pothole,Non-Road
10.19,22.3,9.74,74.83,64.02,Pothole,Non-Road
70.11,22.27,9.01,13.14,118.89,Pothole,Road
14.08,0.08,0.0,60.44,93.43,None,Non-Road
22.84,1.2,30.81,62.88,102.29,Crack,Non-Road
0.87,1.64,37.03,69.27,103.55,Crack,Non-Road
68.3,16.42,15.46,9.23,70.49,Pothole,Road
69.16,0.65,34.42,0.0,96.06,Crack,Road
75.9,23.7,9.29,7.03,60.63,Pothole,Road
73.75,7.45,12.8,4.43,116.96,Damage,Road
15.13,8.74,12.18,68.86,161.93,Damage,Non-Road
11.37,2.0,34.5,40.5,68.51,Crack,Non-Road
72.89,1.58,26.3,12.58,107.98,Crack,Road
71.49,3.08,38.16,6.73,97.04,Crack,Road
0.0,1.06,33.05,73.14,100.09,Crack,Non-Road
13.54,0.87,1.61,60.41,160.07,None,Non-Road
27.67,1.34,33.8,70.47,176.82,Crack,Non-Road
67.68,1.77,31.45,4.72,139.66,Crack,Road
17.24,17.33,13.15,39.63,132.24,Pothole,Non-Road
79.37,17.33,16.3,3.96,118.88,Pothole,Road
15.14,3.22,37.65,70.88,60.03,Crack,Non-Road
62.89,9.19,10.39,6.2,88.83,Damage,Road
4.86,2.54,33.86,64.41,106.58,Crack,Non-Road
62.12,1.66,31.87,10.05,150.99,Crack,Road
64.31,0.54,2.91,9.04,121.62,None,Road
14.66,10.35,15.35,88.78,76.52,Damage,Non-Road
5.04,1.07,1.59,64.96,149.6,None,Non-Road
10.14,0.63,2.51,54.61,75.07,None,Non-Road
22.33,3.89,28.16,77.64,96.12,Crack,Non-Road
18.78,0.0,37.0,76.71,148.65,Crack,Non-Road
70.67,18.22,14.42,10.76,108.65,Pothole,Road
14.23,7.07,9.66,64.37,163.61,Damage,Non-Road
6.88,19.38,12.05,56.17,104.57,Pothole,Non-Road
75.56,24.29,14.89,6.25,89.62,Pothole,Road
12.33,0.32,31.51,70.33,110.38,Crack,Non-Road
6.48,1.42,17.1,63.91,88.25,Crack,Non-Road
0.0,1.68,34.13,90.93,111.18,Crack,Non-Road
16.85,3.6,13.38,74.95,169.89,Damage,Non-Road
11.66,9.81,14.73,76.93,93.53,Damage,Non-Road
63.36,1.45,38.2,8.02,90.53,Crack,Road
17.86,0.96,2.47,75.83,181.5,None,Non-Road
73.16,0.4,2.38,6.56,109.42,None,Road
10.5,1.49,3.21,51.98,125.24,None,Non-Road
71.58,4.37,11.85,4.32,149.18,Damage,Road
71.75,0.94,3.67,7.36,106.76,None,Road
67.89,6.67,12.15,3.63,103.91,Damage,Road
79.54,3.09,37.7,9.9,119.89,Crack,Road
71.22,3.32,27.2,7.87,85.0,Crack,Road
13.51,12.12,11.27,76.75,127.03,Damage,Non-Road
11.41,19.74,13.04,67.75,83.37,Pothole,Non-Road
60.06,1.61,44.61,11.59,139.01,Crack,Road
69.01,18.51,15.44,10.46,112.02,Pothole,Road
67.33,1.35,3.86,11.72,105.83,None,Road
58.84,1.13,26.98,3.88,123.66,Crack,Road
17.32,9.94,11.89,55.87,125.29,Damage,Non-Road
63.08,1.95,39.82,9.8,117.77,Crack,Road
15.36,1.45,38.72,55.9,117.5,Crack,Non-Road
83.45,3.75,33.31,0.88,94.01,Crack,Road
7.38,1.26,3.62,67.05,116.21,None,Non-Road
67.85,1.56,2.16,14.96,68.25,None,Road
16.83,18.71,13.12,61.01,94.25,Pothole,Non-Road
13.96,0.7,1.59,74.23,133.31,None,Non-Road
83.35,2.26,30.69,9.86,161.85,Crack,Road
12.41,0.84,32.4,58.42,88.04,Crack,Non-Road
69.35,0.64,26.55,7.18,91.57,Crack,Road
80.68,22.22,18.03,8.17,91.29,Pothole,Road
71.41,1.98,42.58,9.76,127.34,Crack,Road
10.41,1.15,0.7,72.61,108.25,None,Non-Road
0.06,1.82,36.52,66.88,105.6,Crack,Non-Road
68.06,24.05,14.47,5.82,159.52,Pothole,Road
69.61,2.51,33.3,2.31,72.15,Crack,Road
14.47,1.5,28.46,71.55,157.46,Crack,Non-Road
17.03,3.31,27.89,73.02,28.59,Crack,Non-Road
14.96,2.53,35.86,64.37,115.28,Crack,Non-Road
64.04,0.49,1.97,11.26,125.0,None,Road
68.94,3.21,36.51,0.0,69.87,Crack,Road
9.19,1.58,0.32,87.58,74.16,None,Non-Road
75.85,7.44,7.98,3.04,105.41,Damage,Road
14.52,24.16,16.53,52.2,137.49,Pothole,Non-Road
62.6,0.3,0.63,8.44,101.09,None,Road
3.18,0.85,1.76,82.51,152.32,None,Non-Road
59.64,13.68,19.83,6.33,38.46,Pothole,Road
27.95,8.89,11.18,75.13,97.26,Damage,Non-Road
65.88,15.36,17.23,11.64,102.17,Pothole,Road
74.29,25.67,14.91,0.0,114.59,Pothole,Road
63.2,1.44,1.01,15.23,108.2,None,Road
70.91,10.84,8.82,11.9,148.34,Damage,Road
13.65,6.89,13.13,64.33,78.05,Damage,Non-Road
58.54,2.78,34.52,13.43,90.79,Crack,Road
11.85,0.56,2.99,64.33,53.87,None,Non-Road
51.43,15.6,13.16,4.97,41.61,Pothole,Road
12.93,20.24,16.1,65.64,63.96,Pothole,Non-Road
72.33,0.84,2.15,5.21,134.18,None,Road
5.94,1.59,39.86,56.13,93.86,Crack,Non-Road
16.61,15.16,8.82,61.77,96.5,Pothole,Non-Road
66.07,18.4,16.72,16.71,98.72,Pothole,Road
66.67,8.24,12.95,11.72,145.43,Damage,Road
78.39,3.49,30.66,4.83,100.64,Crack,Road
66.37,21.01,12.4,17.86,60.45,Pothole,Road
76.8,20.62,12.43,4.53,146.58,Pothole,Road
18.5,1.2,2.16,72.8,76.07,None,Non-Road
18.17,9.54,9.25,73.84,78.42,Damage,Non-Road
